created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text,Full_Address,City,Continent,Country,State,is_english
2008-03-28 19:43:53+00:00,778788784,-122.3300624,47.6038321,Weather Extremes,0.5332858233213424,neutral,male,-5.5825114000000005,aggressive,"so let me get this straight, its spring time and we're getting snow? global warming at its finest","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'government', '_normalized_city': 'Seattle', '_type': 'townhall', 'city': 'Seattle', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'King County', 'house_number': '600', 'neighbourhood': 'Japantown', 'postcode': '98104', 'road': '4th Avenue', 'state': 'Washington', 'state_code': 'WA', 'suburb': 'Chinatown/International District', 'townhall': 'Seattle City Hall'}",Seattle,North America,United States,Washington,True
2008-03-28 19:47:06+00:00,778790537,-1.2578499,51.7520131,Importance of Human Intervantion,0.0730232586860656,believer,male,0.3598145,aggressive,Join Al Gore's climate change campaign. http://wecansolveit.org/invitealliance,"{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG', 'GB-OXF'], '_category': 'road', '_normalized_city': 'Oxford', '_type': 'road', 'city': 'Oxford', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Oxfordshire', 'county_code': 'OXF', 'neighbourhood': ""St Thomas'"", 'postcode': 'OX1 3HY', 'road': 'Carfax', 'state': 'England', 'state_code': 'ENG', 'suburb': 'City Centre'}",Oxford,Europe,United Kingdom,England,True
2008-03-28 20:14:16+00:00,778804829,-122.33207000000002,47.60621,Weather Extremes,-0.0227964721918106,denier,male,-5.5825114000000005,aggressive,It's snowing in Seattle. This would be no surprise in Pittsburgh. Where's global warming when you need it?,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'building', '_normalized_city': 'Seattle', '_type': 'building', 'building': '5th and Madison Condos', 'city': 'Seattle', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'King County', 'house_number': '909', 'neighbourhood': 'Central Business District', 'postcode': '98164', 'road': '5th Avenue', 'state': 'Washington', 'state_code': 'WA', 'suburb': 'First Hill'}",Seattle,North America,United States,Washington,True
2008-03-28 20:49:37+00:00,778822820,-97.7436995,30.2711286,Impact of Resource Overconsumption,-0.4233761142969131,believer,male,3.2907279000000003,not aggressive,@blogdiva But NYC may go disappear - global warming - whereas San Antonio will be on the beach.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-TX'], '_category': 'building', '_normalized_city': 'Austin', '_type': 'building', 'city': 'Austin', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Travis County', 'house_number': '209', 'neighbourhood': 'Downtown', 'postcode': '78701', 'road': 'West 9th Street', 'state': 'Texas', 'state_code': 'TX'}",Austin,North America,United States,Texas,True
2008-03-28 21:08:47+00:00,778833071,-122.6741949,45.5202471,Weather Extremes,-0.5624562457084655,denier,female,-5.4861903,aggressive,Why is it snowing in Portland on Friday afternoon during spring break?  This is not good.  So much for global warming.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-OR'], '_category': 'building', '_normalized_city': 'Portland', '_type': 'building', 'building': ""Bishop's House"", 'city': 'Portland', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Multnomah County', 'postcode': '97204', 'road': 'Southwest Harvey Milk Street', 'state': 'Oregon', 'state_code': 'OR', 'suburb': 'Downtown'}",Portland,North America,United States,Oregon,True
2008-03-28 21:33:04+00:00,778845077,-122.33207000000002,47.60621,Weather Extremes,-0.4325559200525284,neutral,female,-5.5825114000000005,aggressive,Snow? Damn global warming.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'building', '_normalized_city': 'Seattle', '_type': 'building', 'building': '5th and Madison Condos', 'city': 'Seattle', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'King County', 'house_number': '909', 'neighbourhood': 'Central Business District', 'postcode': '98164', 'road': '5th Avenue', 'state': 'Washington', 'state_code': 'WA', 'suburb': 'First Hill'}",Seattle,North America,United States,Washington,False
2008-03-29 06:16:44+00:00,779035695,-122.3300624,47.6038321,Weather Extremes,-0.6372931788921357,neutral,male,-4.7601767,aggressive,Freezing my ass off--after the equinox. That's not supposed to happen. F***ing climate change.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'government', '_normalized_city': 'Seattle', '_type': 'townhall', 'city': 'Seattle', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'King County', 'house_number': '600', 'neighbourhood': 'Japantown', 'postcode': '98104', 'road': '4th Avenue', 'state': 'Washington', 'state_code': 'WA', 'suburb': 'Chinatown/International District', 'townhall': 'Seattle City Hall'}",Seattle,North America,United States,Washington,True
2008-03-29 08:50:26+00:00,779072384,-0.12574,51.50853000000001,Importance of Human Intervantion,0.3638315117359161,believer,male,0.71037555,not aggressive,"Cities around the world, starting with Sydney, switch off the lights for an hour to highlight climate change. http://tinyurl.com/2nz5zt","{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG'], '_category': 'commerce', '_normalized_city': 'London', '_type': 'restaurant', 'city': 'London', 'city_district': 'City of Westminster', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Westminster', 'county_code': 'WSM', 'house_number': '450', 'neighbourhood': 'Seven Dials', 'postcode': 'WC2R 0RG', 'restaurant': 'PizzaExpress', 'road': 'Strand', 'state': 'England', 'state_code': 'ENG', 'state_district': 'Greater London', 'suburb': 'Covent Garden'}",London,Europe,United Kingdom,England,True
2008-03-29 09:50:16+00:00,779087309,-0.1276474,51.5073219,Importance of Human Intervantion,0.3821998155117035,believer,male,0.71037555,not aggressive,"Cities around the world, starting with Sydney, switch off the lights for an hour to highlight climate change. http://tinyurl.com/28c4jz","{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG', 'GB-WSM'], '_category': 'road', '_normalized_city': 'London', '_type': 'road', 'city': 'London', 'city_district': 'City of Westminster', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Westminster', 'county_code': 'WSM', 'neighbourhood': ""St. James's"", 'postcode': 'SW1A 2DX', 'road': 'Charing Cross', 'state': 'England', 'state_code': 'ENG', 'state_district': 'Greater London', 'suburb': 'Covent Garden'}",London,Europe,United Kingdom,England,True
2008-03-29 15:47:31+00:00,779204598,-95.36327,29.76328,Importance of Human Intervantion,-0.3906235843896866,believer,male,3.601854,not aggressive,"http://www5.earthhourus.org/ Today 8 p.m local time., make a statement about climate change by turning off your lights for Earth Hour","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-TX'], '_category': 'transportation', '_normalized_city': 'Houston', '_type': 'parking', 'city': 'Houston', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Harris County', 'parking': 'Market Square Tower Garage', 'postcode': '77006', 'road': 'Milam Street', 'state': 'Texas', 'state_code': 'TX'}",Houston,North America,United States,Texas,True
2008-03-29 15:49:31+00:00,779205400,-95.36327,29.76328,Importance of Human Intervantion,-0.5250177964925766,neutral,male,3.601854,aggressive,and note I said climate change not global warming. Go to a starbucks and buy ethos water,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-TX'], '_category': 'transportation', '_normalized_city': 'Houston', '_type': 'parking', 'city': 'Houston', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Harris County', 'parking': 'Market Square Tower Garage', 'postcode': '77006', 'road': 'Milam Street', 'state': 'Texas', 'state_code': 'TX'}",Houston,North America,United States,Texas,True
2008-03-29 16:05:08+00:00,779212201,-117.4235106,47.6571934,Weather Extremes,9.749925136562364e-05,denier,male,-6.0639157,not aggressive,"DireStr8tz"" on X: ""@truckertom I'm no scientist, but if I understand correctly, global warming causes chaotic climate changes. But ok, we'll go w/Global Coolin","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'travel/tourism', '_normalized_city': 'Spokane', '_type': 'hotel', 'city': 'Spokane', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Spokane County', 'hotel': 'The Davenport Lusso, Autograph Collection', 'postcode': '99254', 'quarter': 'Riverside', 'road': 'West Sprague Avenue', 'state': 'Washington', 'state_code': 'WA'}",Spokane,North America,United States,Washington,True
2008-03-29 16:30:29+00:00,779222668,-87.92249699999998,43.0349931,Importance of Human Intervantion,0.0924837158679962,believer,male,-4.317172,not aggressive,Earth Hour tonight - http://www.earthhour.org/ - turn off your lights from 8-9pm to support climate change awareness,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WI'], '_category': 'building', '_normalized_city': 'Milwaukee', '_type': 'building', 'city': 'Milwaukee', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Milwaukee County', 'house_number': '1027', 'postcode': '53233', 'quarter': 'Menomonee River Valley', 'road': 'West Saint Paul Avenue', 'state': 'Wisconsin', 'state_code': 'WI', 'suburb': 'Downtown'}",Milwaukee,North America,United States,Wisconsin,True
2008-03-29 18:34:37+00:00,779274766,-84.12465999999998,39.84395000000001,Global stance,-0.2418378965616226,believer,male,-4.6553535,not aggressive,"Google is honoring the ""lights out"" day to raise awareness of climate change.  Check out Google.com.","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-OH'], '_category': 'building', '_normalized_city': 'Huber Heights', '_type': 'building', 'city': 'Huber Heights', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Montgomery County', 'house_number': '5601', 'postcode': '45424', 'road': 'Moorefield Drive', 'state': 'Ohio', 'state_code': 'OH'}",Huber Heights,North America,United States,Ohio,True
2008-03-29 18:50:38+00:00,779280799,-8.47061,51.89797,Impact of Resource Overconsumption,-0.5847323639631271,believer,female,0.18634115,not aggressive,"@TomRaftery Awareness does not lead to action. Awareness of famine, war, global warming, VRT, house prices etc. is also supersaturated.","{'ISO_3166-1_alpha-2': 'IE', 'ISO_3166-1_alpha-3': 'IRL', 'ISO_3166-2': ['IE-M', 'IE-CO'], '_category': 'building', '_normalized_city': 'Cork', '_type': 'building', 'city': 'Cork', 'continent': 'Europe', 'country': 'Ireland', 'country_code': 'ie', 'county': 'County Cork', 'county_code': 'CO', 'house_number': '121', 'political_union': 'European Union', 'postcode': 'T12 T959', 'region': 'Munster', 'road': 'Oliver Plunkett Street', 'suburb': 'City Centre'}",Cork,Europe,Ireland,Not Found,True
2008-03-29 19:21:50+00:00,779292226,-122.33207000000002,47.60621,Weather Extremes,0.6440737740755081,neutral,male,-4.7601767,aggressive,Looking at the snow we got last night. It's practically April; thank goodness for global warming.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-WA'], '_category': 'building', '_normalized_city': 'Seattle', '_type': 'building', 'building': '5th and Madison Condos', 'city': 'Seattle', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'King County', 'house_number': '909', 'neighbourhood': 'Central Business District', 'postcode': '98164', 'road': '5th Avenue', 'state': 'Washington', 'state_code': 'WA', 'suburb': 'First Hill'}",Seattle,North America,United States,Washington,True
2008-03-29 21:15:04+00:00,779331912,-122.4090021,37.8011749,Weather Extremes,-0.4148225345373153,neutral,male,-1.9872092,aggressive,I find it ironic that the 'stop global warming' petition takers are all wearing huge heavy sweaters,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'building', '_normalized_city': 'San Francisco', '_type': 'building', 'city': 'San Francisco', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'house_number': '1660', 'neighbourhood': 'North Beach', 'postcode': '94133', 'road': 'Stockton Street', 'state': 'California', 'state_code': 'CA'}",San Francisco,North America,United States,California,True
2008-03-29 23:07:33+00:00,779370509,-68.52996800000001,48.450155,Weather Extremes,-0.5875072919845581,neutral,female,-6.485528,not aggressive,"The &lt;beep&gt;load of snow that's falling here isn't helping the global warming argument one bit, I can tell you that","{'ISO_3166-1_alpha-2': 'CA', 'ISO_3166-1_alpha-3': 'CAN', 'ISO_3166-2': ['CA-QC'], '_category': 'building', '_normalized_city': 'Rimouski', '_type': 'building', 'building': 'Institut Maritime du Québec', 'city': 'Rimouski', 'continent': 'North America', 'country': 'Canada', 'country_code': 'ca', 'county': 'Rimouski-Neigette', 'house_number': '53', 'postcode': 'G5L 4B4', 'road': 'Rue Saint-Germain Ouest', 'state': 'Quebec', 'state_code': 'QC', 'state_district': 'Bas-Saint-Laurent'}",Rimouski,North America,Canada,Quebec,True
2008-03-29 23:20:12+00:00,779375001,-0.1276474,51.5073219,Importance of Human Intervantion,0.3939807331562042,believer,male,0.71037555,not aggressive,"Cities around the world, starting with Sydney, switch off the lights for an hour to highlight climate change. http://tinyurl.com/3xs58j","{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG', 'GB-WSM'], '_category': 'road', '_normalized_city': 'London', '_type': 'road', 'city': 'London', 'city_district': 'City of Westminster', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Westminster', 'county_code': 'WSM', 'neighbourhood': ""St. James's"", 'postcode': 'SW1A 2DX', 'road': 'Charing Cross', 'state': 'England', 'state_code': 'ENG', 'state_district': 'Greater London', 'suburb': 'Covent Garden'}",London,Europe,United Kingdom,England,True
2008-03-29 23:42:49+00:00,779382856,-76.610759,39.2908816,Importance of Human Intervantion,-0.4970951676368713,neutral,female,-2.503804,not aggressive,Blackout tonight ...in atl 8-9p....statement for climate change protest,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MD'], '_category': 'travel/tourism', '_normalized_city': 'Baltimore', '_type': 'attraction', 'attraction': 'Business and Government Historic District', 'city': 'Baltimore', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'neighbourhood': 'Chinatown', 'postcode': '21276', 'road': 'Saint Paul Place', 'state': 'Maryland', 'state_code': 'MD', 'suburb': 'Downtown'}",Baltimore,North America,United States,Maryland,True
2008-03-29 23:44:58+00:00,779383682,-97.74306,30.26715,Weather Extremes,-0.0789722685575485,neutral,male,-0.08654844,aggressive,"Wondering when this ""global warming"" thing is supposed to kick in so I can make wakeboarding plans.","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-TX'], '_category': 'building', '_normalized_city': 'Austin', '_type': 'building', 'city': 'Austin', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Travis County', 'house_number': '103', 'neighbourhood': 'Downtown', 'postcode': '78701', 'road': 'East 5th Street', 'state': 'Texas', 'state_code': 'TX'}",Austin,North America,United States,Texas,True
2008-03-29 23:58:59+00:00,779388727,-65.95739,18.38078,Impact of Resource Overconsumption,0.5745172425667444,denier,male,0.019989537,not aggressive,"At 8 PM EST,ready to brighten the neighborhood to repudiate the socialist & marxist agenda, hidden 'neath veil of man-made global warming.","{'ISO_3166-1_alpha-2': 'PR', 'ISO_3166-1_alpha-3': 'PRI', 'ISO_3166-2': ['US-PR'], '_category': 'place_of_worship', '_normalized_city': 'Carolina', '_type': 'place_of_worship', 'city': 'Carolina', 'city_district': 'Barrio Pueblo', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'neighbourhood': 'Sector Ensanche', 'place_of_worship': 'Parroquia San Fernando Rey de la Carolina', 'postcode': '00988', 'road': 'Calle Dr. José Celso Barbosa (Calle Amadeo)', 'state': 'Puerto Rico', 'state_code': 'PR'}",Carolina,North America,United States,Puerto Rico,True
2008-03-30 02:52:49+00:00,779448116,-87.67985999999998,41.90868,Weather Extremes,0.4837590421676636,denier,male,-2.6462305,not aggressive,for those w/o global warming proof...http://tinyurl.com/2lo475,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-IL'], '_category': 'building', '_normalized_city': 'Chicago', '_type': 'building', 'city': 'Chicago', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Cook County', 'house_number': '1512', 'municipality': 'West Chicago Township', 'postcode': '60647', 'quarter': 'Wicker Park', 'road': 'North Hoyne Avenue', 'state': 'Illinois', 'state_code': 'IL'}",Chicago,North America,United States,Illinois,True
2008-03-30 06:21:44+00:00,779511967,121.3427502,14.1780777,Weather Extremes,0.1519312898079554,neutral,male,0.42767262,aggressive,god it's so hot! why can't it be global cooling instead of global warming ?,"{'ISO_3166-1_alpha-2': 'PH', 'ISO_3166-1_alpha-3': 'PHL', 'ISO_3166-2': ['PH-40', 'PH-LAG'], '_category': 'road', '_normalized_city': 'Calauan', '_type': 'road', 'continent': 'Asia', 'country': 'Philippines', 'country_code': 'ph', 'postcode': '4012', 'quarter': 'Dayap', 'region': 'Calabarzon', 'road': 'unnamed road', 'road_type': 'residential', 'state': 'Laguna', 'state_code': 'LAG', 'town': 'Calauan'}",Not Found,Asia,Philippines,Laguna,True
2008-03-30 06:30:50+00:00,779514333,-118.0000166,33.6783336,Weather Extremes,0.4363398789803187,believer,male,-2.6624265,aggressive,I'm not saying global warming isn't real or anything like that but... isn't it colder and wetter this year than anyone can remember recently,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'government', '_normalized_city': 'Huntington Beach', '_type': 'townhall', 'city': 'Huntington Beach', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Orange County', 'house_number': '2000', 'postcode': '92648', 'road': 'Main Street', 'state': 'California', 'state_code': 'CA', 'townhall': 'Huntington Beach City Hall'}",Huntington Beach,North America,United States,California,True
2008-03-30 06:54:47+00:00,779520295,-117.16277279999998,32.7174202,Seriousness of Gas Emissions,0.1779271255493164,neutral,male,-1.9827234,aggressive,"Held off running the dish washer until after Earth Hour. Take THAT, global warming!","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'road', '_normalized_city': 'San Diego', '_type': 'road', 'city': 'San Diego', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'San Diego County', 'neighbourhood': 'Core-Columbia', 'road': 'unnamed road', 'road_type': 'pedestrian', 'state': 'California', 'state_code': 'CA', 'suburb': ""Banker's Hill""}",San Diego,North America,United States,California,True
2008-03-30 08:55:24+00:00,779548170,-111.9400125,33.4255056,Weather Extremes,-0.6141144315481186,denier,male,1.9822068,aggressive,"hmm... i think i'm going to go along with this ""global warming"" scam for awhile...","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-AZ'], '_category': 'road', '_normalized_city': 'Tempe', '_type': 'road', 'city': 'Tempe', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Maricopa County', 'postcode': '85287', 'road': 'East 5th Street', 'road_type': 'tertiary', 'state': 'Arizona', 'state_code': 'AZ'}",Tempe,North America,United States,Arizona,True
2008-03-30 16:54:45+00:00,779698653,-73.94958000000003,40.6501,Seriousness of Gas Emissions,-0.4372637694163756,believer,female,-5.2457476,not aggressive,New York might sink in the ocean not because of global warming but because of 10 million lbs of fat: http://tinyurl.com/26zlyf,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-NY'], '_category': 'building', '_normalized_city': 'New York', '_type': 'building', 'borough': 'Brooklyn', 'city': 'New York', 'city_block': 'Brooklyn Community District 17', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Kings County', 'house_number': '1480', 'postcode': '11226', 'road': 'Nostrand Avenue', 'state': 'New York', 'state_code': 'NY'}",New York,North America,United States,New York,True
