created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text
2009-02-28 21:04:11+00:00,1263233067,-97.74369949999999,30.271128599999997,Politics,-0.6109705415725708,denier,male,2.2899454,aggressive,Think fraudulent climate science doesn't affect you financially?...there are now four climate change lobbyists for each member of Congress.
2009-02-28 21:11:27+00:00,1263253529,-96.7968559,32.7762719,Donald Trump versus Science,0.33818292088508606,believer,female,-2.0867443,aggressive,"CPAC: Loved the 2 Irish film makers who are debunking man-made global warming. Let's get their movie ""Not evil, just wrong"" and see it."
2009-02-28 22:28:24+00:00,1263472734,-73.9859723,40.6701033,Global stance,0.6886377651344646,neutral,female,3.675506,not aggressive,wants everyone to know about her BF's fantastic new climate change film http://tinyurl.com/aln66q
2009-02-28 22:50:23+00:00,1263534747,-94.57857000000001,39.09973,Weather Extremes,-0.6457377116441727,denier,male,-6.7952247,aggressive,RT @oliver_turnerScientists: 100000sq mile 'sunshade' can stop global warming http://tr.im/gR8b dumbest thing I have ever seen
2009-02-28 23:58:23+00:00,1263731663,-87.65005000000001,41.850030000000004,Weather Extremes,0.12485774999459584,denier,male,-3.6910152,not aggressive,"@gjwilson0 Greg, global warming doesn't exist.  It's part of a natural warming and cooling cycle of our planet.  Duh."
2009-03-01 00:31:23+00:00,1263825160,-97.13845839999999,49.8955367,Politics,0.41365641355514526,neutral,male,-11.501532,aggressive,Thinking about globalization and climate change
2009-03-01 00:47:57+00:00,1263869811,-122.41990609999999,37.7790262,Donald Trump versus Science,-0.3693112825234731,believer,male,1.7893873,aggressive,@The_Anti_Guru You have a lot of faith in the skeptics then.  Almost impossible to prove humanity will not magnify impact of global warming
2009-03-01 05:41:21+00:00,1264614393,-94.65579000000001,39.02778,Weather Extremes,0.2596639615138372,believer,male,-11.333061,aggressive,At home now.  Skiing at welch was great but it was super cold.  Damn global warming.
2009-03-01 06:11:19+00:00,1264675224,-122.27080000000001,37.804370000000006,Global stance,0.6096264453411102,believer,female,1.7893873,not aggressive,"@LeoDicaprio1 glad to be an ""Original"" & look fwd to ur tweets! big fan of ur movies but mostly ur efforts addressing climate change issues."
2009-03-01 07:06:50+00:00,1264776010,-117.6709,35.622460000000004,Weather Extremes,-0.312827814078331,neutral,male,3.074607,not aggressive,"@ninjen It's supposed to snow in ATL & Birmingham, AL tomorrow. Must be global warming - or something. Gotta check w/the Goracle."
2009-03-01 11:46:08+00:00,1265184924,-1.15047,52.9536,Global stance,0.2128895710468292,neutral,male,1.2059349,not aggressive,Doorstepped by 2 women offering watchtower mag. Surely religion and ID are 2 of the great threats to understand and fixing climate change
2009-03-01 15:53:50+00:00,1265682041,-79.4163,43.70011,Weather Extremes,0.08095292055606843,believer,male,-6.3691444000000015,not aggressive,"Obama taking climate change seriously. Suddenly everyone else thinks 'Hey, good idea' - http://tinyurl.com/bsmnex #obama #climate #kyoto"
2009-03-01 16:41:29+00:00,1265812914,-86.00097699999999,50.000678,Weather Extremes,0.6469103705644608,neutral,male,-9.4631815,aggressive,global warming is for lovers.
2009-03-01 18:20:35+00:00,1266104798,-122.67419489999999,45.5202471,Weather Extremes,0.30981641812324523,denier,male,0.3381605,aggressive,And it's snowing in Atlanta. Suck it global warming.
2009-03-01 18:32:25+00:00,1266140343,-119.8126581,39.5261206,Importance of Human Intervantion,0.04862587153911588,believer,female,3.314667,not aggressive,"RT @yesmagazine ""March 2 in DC will mark the first mass civil disobedience on climate change in US history http://is.gd/lfer #climateaction"
2009-03-01 18:40:58+00:00,1266166762,-84.38798000000001,33.749,Weather Extremes,0.4116508002792086,denier,male,-1.9029083,not aggressive,"It's snowing in Atlanta!! - but personally right now, I wouldn't mind a little global warming:)"
2009-03-01 18:55:50+00:00,1266212238,-79.99589,40.44062,Global stance,0.45021379158496855,neutral,female,-2.794067,not aggressive,@jacobsoboroff Yes @takepart is here and I moderated their panel yesterday on #foodinc. Food production imp piece of climate change convos.
2009-03-01 19:14:49+00:00,1266270746,-71.1056157,42.3750997,Weather Extremes,0.571056542801857,neutral,male,-1.7087131999999998,not aggressive,"Just landed in vail, looks like global warming beat me here."
2009-03-01 19:22:33+00:00,1266294728,-122.41942000000002,37.774930000000005,Global stance,0.47657768428325653,neutral,male,1.7893873,aggressive,is writing about climate change in Africa
2009-03-01 19:51:55+00:00,1266384837,-96.80667000000001,32.783060000000006,Weather Extremes,0.5274643687884013,denier,male,-7.260787,not aggressive,@JGaspard global cooling. I believe that more than global warming
2009-03-01 20:20:54+00:00,1266475136,-87.83682009999998,32.5178284,Weather Extremes,-0.28596513316631317,denier,male,-5.1188045,not aggressive,"snow here in Alabama March 1, global warming?"
2009-03-01 20:39:49+00:00,1266534983,-83.2784851,30.8327022,Weather Extremes,0.6045496333599091,denier,male,-1.2615501,not aggressive,Damn global warming making it snow in georgia lol
2009-03-01 21:11:19+00:00,1266636514,-105.607716,38.725177599999995,Donald Trump versus Science,-0.03337940573692322,neutral,female,1.9158626,not aggressive,Ice cream truck man in march?? Must be global warming..
2009-03-01 21:24:18+00:00,1266678356,-82.99879000000001,39.961180000000006,Donald Trump versus Science,-0.41888538002967834,denier,male,-4.424377,not aggressive,@breagrant But global climate change is a myth!  They said so on the TV Machine!
2009-03-01 21:49:52+00:00,1266759667,-5.0688262,50.155219699999996,Global stance,-0.31878456473350525,neutral,male,0.5904251,aggressive,"or how ""global warming"", became ""climate change"""
2009-03-01 23:27:04+00:00,1267071574,-93.48019000000001,37.120050000000006,Weather Extremes,0.7605932977755865,neutral,female,-10.910563,not aggressive,@SusanHW Yes this global warming is really frosting me. lol #tcot #hhrs
2009-03-01 23:45:48+00:00,1267128916,-111.92601840000002,33.4942189,Importance of Human Intervantion,-0.5269329266309738,believer,male,4.9717107,not aggressive,"Gobal climate change, exacerbating water scarcity problems , businesses and investors not paying attention.  http://tinyurl.com/by46xc"
2009-03-02 00:30:39+00:00,1267266096,-74.03237519999999,40.7433066,Weather Extremes,-0.09279806504249576,believer,male,-5.614699,aggressive,"As global warming continues, I am sitting here with 5 gallons of milks, 6 loaves of bread, and a shovel, grimly awaiting 13 inches of snow."
2009-03-02 01:23:03+00:00,1267426644,-122.27286389999999,37.8708393,Global stance,-0.9061389159917832,neutral,male,1.3008089,not aggressive,Is this the worst case scenerio re: climate change? http://tinyurl.com/bdvalc
2009-03-02 01:34:38+00:00,1267462865,-75.690308,45.421105999999995,Donald Trump versus Science,0.3051892508480284,neutral,female,-6.3220067,not aggressive,"@jennyvier Heh, that does sound entertaining. So probably global warming would mean there are more active zombies out there!"
2009-03-02 02:13:43+00:00,1267586848,-111.67686979999999,40.0113439,Weather Extremes,0.5597034308195115,neutral,male,7.298364,not aggressive,@jasoninthehouse That's global warming for you ;)
2009-03-02 02:35:10+00:00,1267655601,-84.47771999999998,37.98869000000001,Ideological Positions on Global Warming,-0.12642663221359254,denier,female,-8.57045,aggressive,@ConservativeLA It's about control.  The global warming/climate change/climate chaos people want to control us.  #tcot  #ohtcot  #cavuto
2009-03-02 03:08:54+00:00,1267762871,153.02349909999995,-27.4689682,Global stance,-0.3766691933075587,believer,female,1.7252662,not aggressive,RT @ellenbritt predictions indicate that we are likely to experience more weather extremes more often with climate change
2009-03-02 04:18:01+00:00,1267974614,-122.2713563,37.80445570000001,Politics,-0.33006193001270295,neutral,female,1.3008089,aggressive,Federal climate bills: Which of the 3 competing strategies to combat global warming will Congress adopt? http://tinyurl.com/c5toq2
2009-03-02 04:48:06+00:00,1268057765,-86.7743531,36.162229599999996,Weather Extremes,-0.5566302324011212,believer,male,-8.196782,not aggressive,"I keep forgetting -- global warming is bad, right? http://tinyurl.com/co9wps #tcot"
2009-03-02 05:29:27+00:00,1268164250,-80.0852695,42.12947120000001,Seriousness of Gas Emissions,-0.6126301065683365,neutral,female,-8.601458000000001,not aggressive,@mrskutcher oh No!! My 2-ply is causing global warming!?!?
2009-03-02 07:49:42+00:00,1268456244,12.4829321,41.8933203,Global stance,0.4038853198289871,believer,male,1.7622418000000002,not aggressive,[news release] World fisheries must prepare for climate change: The fishing industry and national .. http://tinyurl.com/ac3of2
2009-03-02 08:28:57+00:00,1268526981,100.86030000000001,6.034820000000001,Donald Trump versus Science,-0.1206197841299905,neutral,female,-0.7386046,aggressive,"RT @pdenlinger: In five years, what will many Americans call Amish? Answer: Boss At least #globalwarming will slow down. $$"
2009-03-02 09:44:17+00:00,1268665008,115.86047959999999,-31.95271210000001,Weather Extremes,-0.48920223240852356,neutral,male,-3.2812135,not aggressive,I wonder if the global warming protest in Washington will be canceled today? http://www.abc.net.au/news/stories/2009/03/02/2505467.htm
2009-03-02 11:37:17+00:00,1268876977,-0.26667,52.21667000000001,Importance of Human Intervantion,0.03675729036331177,believer,female,0.24894021,not aggressive,NSEW:  Tell your stories of how climate change is affecting you at the UK Climate Change Diary www.ukclimatediary.co.uk
2009-03-02 12:09:49+00:00,1268946690,-85.89969,35.205310000000004,Weather Extremes,0.5721674576044082,neutral,male,-7.9816484,not aggressive,"oh global warming, global warming.....so thankful for you bringing us yet another spell of cold here in the month of March."
2009-03-02 12:21:45+00:00,1268974568,-112.07404000000001,33.44838,Weather Extremes,-0.12615644745826718,neutral,male,5.626997,not aggressive,@AliciaTH That's warm for the midwest.. Is this global warming? We shouldn't be this warm either!!
2009-03-02 12:38:48+00:00,1269015593,-77.0365427,38.89503679999999,Weather Extremes,0.003662969565391541,neutral,female,-7.600519,not aggressive,@1Sky maybe climate trauma is a better term than global warming.
2009-03-02 12:46:12+00:00,1269034023,-74.00596999999998,40.714270000000006,Weather Extremes,-0.4209731789324018,believer,male,-5.614699,not aggressive,Feeling down. Close to foot of global warming on ground. White out conditions still coming down... I'm in RI not Stowe :-(
2009-03-02 12:58:19+00:00,1269065050,-118.24276599999999,34.0536909,Weather Extremes,-0.5199559653759003,denier,male,1.9451598,aggressive,So how come the west coast gets all the global warming while I freeze my butt off here on the east coast like a sucker??
2009-03-02 13:11:07+00:00,1269100473,-3.6092291999999997,55.069835999999995,Weather Extremes,-0.2168807008266449,neutral,male,0.98856163,not aggressive,"@eeUS Yeah. Must be global warming. Or maybe ""winter""."
2009-03-02 13:12:47+00:00,1269104940,-84.38798000000001,33.749,Weather Extremes,-0.46044236764907837,believer,male,-7.988270299999999,aggressive,And they say global warming doesn't exist. It was 60 degrees day before yest. And now 4 inches of white.
2009-03-02 13:34:44+00:00,1269167897,-96.33441,30.62798,Weather Extremes,-0.4562232404470444,neutral,male,-5.7827535,not aggressive,hates all this global warming stuff! It's so hot!! &lt;sarcasm&gt; http://ff.im/-1iglB
2009-03-02 13:44:55+00:00,1269198565,-77.02609000000001,38.99067,Weather Extremes,-0.528838944387436,denier,male,-7.600519,aggressive,"We have about 12"" of global warming in suburban DC this morning. The scheduled Global Warming protest has been cancelled 'cause of it."
2009-03-02 13:52:19+00:00,1269222106,-46.633382399999995,-23.5506507,Weather Extremes,0.4503295868635178,believer,female,2.8560557,not aggressive,march began by breaking records - first snow day for NYC PS since 2004 and hottest day of the year in SP. aaahhh #globalwarming.
2009-03-02 14:08:38+00:00,1269274921,-78.61417,35.71126,Weather Extremes,0.08418512319723764,believer,male,-8.204375,not aggressive,"@BeanCounterMom It sure ain't global warming, but it is climate change since the weather today is different from yesterday."
2009-03-02 14:19:07+00:00,1269310238,-82.53065000000001,27.336430000000004,Weather Extremes,0.0312313701152801,denier,male,-6.626488,not aggressive,RT @southpadrelive:  #southernblizzard here is one for you Jim http://twitpic.com/1sqbj go to Al Gores global warming march today in D.C.
2009-03-02 14:24:11+00:00,1269327763,-94.57857000000001,39.09973,Weather Extremes,0.6226754128694534,neutral,male,-10.691668,not aggressive,RT @efitzsimmonsDear Mother Nature: Thanks for bringing  snow storm to DC on global warming protest day.knew you had a sense of humor.Zing!
2009-03-02 14:40:40+00:00,1269386892,-69.77949000000001,44.31062,Weather Extremes,0.7297976933240891,denier,male,-4.577938,not aggressive,@matthewgagnon LOL. Another snowjob from @algore! Wear your winter coat for the global warming protest! #TCOT
2009-03-02 14:48:33+00:00,1269415713,-88.645955,31.674736399999997,Weather Extremes,-0.37789329483509065,denier,male,-7.359139,aggressive,"Snow in Waynesboro, MS in March! Whatever happened to that global warming thingy?"
2009-03-02 14:59:55+00:00,1269457713,-6.24889,53.33306,Weather Extremes,-0.4479942977428437,believer,female,0.3935821,aggressive,who really wants to know about global warming...certainly not the ppl. who i'm TRYING to talk to on the street¬¬
2009-03-02 15:03:38+00:00,1269472622,-82.96510450000002,40.231768599999995,Weather Extremes,0.016729185605049157,denier,male,-8.543042999999999,aggressive,Hey Al Gore- this is global warming?!?
2009-03-02 15:20:30+00:00,1269537638,-94.5781416,39.100105,Politics,-0.1984801192045212,believer,female,-10.691668,aggressive,"@nathancoffey Ok you have a problem w/ Al gore but what about The United Nations Panel on climate change?

http://www.ipcc.ch/"
2009-03-02 15:28:58+00:00,1269571130,-79.38393470000003,43.6534817,Weather Extremes,-0.38256566356931426,believer,male,-8.647244,aggressive,Conservatives as right about global warming as they were about wmds.  http://tinyurl.com/bfk9oj (via @AlterNet)
2009-03-02 15:41:52+00:00,1269622594,-80.65703769999999,35.173538799999996,Weather Extremes,0.6502297865390777,neutral,female,-8.607292999999999,not aggressive,@SteveSherron Snow in March! Days like this make me miss global warming :)
2009-03-02 15:58:57+00:00,1269690675,-77.03636999999998,38.89511,Weather Extremes,-0.44480793702602384,denier,male,-7.600519,aggressive,Politico: Snow batters global warming protest: Do a disproportionate number of global warming events co.. http://tinyurl.com/d8nzfl
2009-03-02 16:21:54+00:00,1269759512,-81.97484,33.47097,Ideological Positions on Global Warming,-0.6012438443286079,denier,male,-7.485464,not aggressive,@Dean_L your post on the storm and global warming(gw) is right on! AlGore is an idiot and a hypocrite! The evidence AGAINST Gw is building!
2009-03-02 16:45:15+00:00,1269835515,-90.07507000000001,29.95465,Weather Extremes,-0.3505696042935053,denier,male,-6.906924000000001,not aggressive,#jtmpoynter Hannah MIller: Media could only talk about global warming as a fact after the politicians had started to do so. Shd be other way
2009-03-02 17:01:04+00:00,1269890773,-115.95712,48.058820000000004,Weather Extremes,-0.7717368442296981,denier,male,3.7805126,not aggressive,Are the global warming nuts still having their protests in DC; according to weather.com it's miserably cold & windy in DC!
2009-03-02 17:12:19+00:00,1269937298,-80.67451000000001,35.007090000000005,Importance of Human Intervantion,-0.23169255123138427,denier,male,-8.607292999999999,not aggressive,"@SteveSherron ""Energy Action Coalition"" was planning a civil disobedience event  in DC today to protest global warming!"
2009-03-02 17:24:40+00:00,1269988467,-0.1276474,51.5073219,Donald Trump versus Science,-0.17352385912736257,believer,male,0.061891317,not aggressive,wow. just watched The Making of The Age of Stupid - a climate change film which looks brilliant http://tinyurl.com/crnufn
2009-03-02 17:42:47+00:00,1270061637,-71.41283,41.82399,Weather Extremes,-0.13374036808013917,neutral,female,-4.072782,not aggressive,"gray hairs, that weird bump on my arm, global warming, the economy #thingspotentiallycausedbyskittles"
2009-03-02 17:58:08+00:00,1270123422,-93.09327,44.944410000000005,Importance of Human Intervantion,0.416849423789978,believer,male,-9.038529,not aggressive,"I personally want to thank George Will  for uniting the science community against climate change deniers, finally! http://is.gd/ldTK"
2009-03-02 18:04:00+00:00,1270147858,-112.0741417,33.4484367,Weather Extremes,0.5909713248173396,denier,male,5.626997,aggressive,LOL: our NASA Chief climate scientist calls global warming protest today in Washington DC as snow storm blows just outside window.
2009-03-02 18:13:49+00:00,1270186824,74.16161120000002,32.2423527,Weather Extremes,-0.5897743535518646,neutral,male,3.4566178,not aggressive,"RT @markdkelly2: If it weren't so COLD, I'd head over to the Capitol global warming protest. http://www.capitolclimateaction.org/ #tcot"
2009-03-02 18:22:22+00:00,1270220814,-123.831256,46.187885,Politics,-0.4960446358919144,believer,female,2.5116923,not aggressive,"RT @climateaction: i'd say we're at 2000 plus. that's not scientific, like burning coal leads to climate change is. #climateaction"
2009-03-02 18:31:27+00:00,1270256742,-77.03636999999998,38.89511,Importance of Human Intervantion,-0.5098319815158844,believer,male,-7.600519,aggressive,What's slower than climate change legislation?The time it takes for environmentalists to start a damn march. Chant practice going on 30 mins
2009-03-02 18:42:54+00:00,1270300881,-77.02063116905664,39.00864110000001,Weather Extremes,0.08526179883480071,denier,male,-6.6881274999999984,not aggressive,It's ironic there are global warming protestors on Capitol Hill when it's 10 degrees and 5 inches of snow!! #tcot #dcsnow #rnc #gop #sbp
2009-03-02 18:50:51+00:00,1270332186,-77.03636999999998,38.89511,Weather Extremes,-0.4026403590599696,neutral,male,-7.600519,not aggressive,@carasv So are you saying that cold temperatures don't mean that global warming is a myth? #tcot
2009-03-02 18:58:44+00:00,1270363241,-87.92249699999998,43.0349931,Global stance,0.5024859423875809,neutral,male,-9.595122,aggressive,discussing global warming vs climate change with a client
2009-03-02 19:03:51+00:00,1270384416,-71.2705693236053,41.5522529,Weather Extremes,-0.14567627136707303,denier,male,-4.072782,not aggressive,RT @nansen RT @matthewlundh : http://twitpic.com/1sxal - thr is a global warming protest going on outside my office.They R marching in snow.
2009-03-02 19:09:37+00:00,1270406942,-93.00994000000001,45.08469,Weather Extremes,-0.543337045009931,denier,male,-9.135961,not aggressive,This is really stupid... a global warming protest in the snow - priceless!!! http://twitpic.com/1sxal
2009-03-02 19:19:44+00:00,1270446843,-72.92815999999998,41.308150000000005,Politics,-0.4700284749269485,neutral,undefined,-4.9740624,not aggressive,Just posted 'Hundreds rally for legislation on climate change' - http://tinyurl.com/ao5ab6
2009-03-02 19:31:17+00:00,1270492819,-77.03636999999998,38.89511,Weather Extremes,-0.5367300711393357,denier,female,-7.600519,aggressive,Watching the global warming protestors freze in a foot of snow. Bad luck picking today to demonstrate!
2009-03-02 19:41:44+00:00,1270532148,-115.51594250832326,33.018515,Weather Extremes,-0.04920099272727964,neutral,undefined,4.4246745,not aggressive,@vanhoosear maybe the global warming is over here? Was almost 90 this weekend - in March!
2009-03-02 19:57:52+00:00,1270587634,10.7389701,59.913330099999996,Weather Extremes,0.5443887114524841,neutral,female,1.8524668,not aggressive,RT @seanhackbarth: God has a sense of humor: Student group protesting global warming in Hart Building during big DC snowstorm.
2009-03-02 20:08:16+00:00,1270628775,-74.00596999999998,40.714270000000006,Weather Extremes,0.6411686359008153,denier,female,-5.614699,aggressive,It's kind of funny there's a global warming protest in DC today while the East Coast got slammed with snow...and it's March!
2009-03-02 20:53:06+00:00,1270769026,-117.16277279999998,32.7174202,Weather Extremes,0.43710694627761837,denier,male,4.081871,aggressive,Gore Effect solves global warming....again.  He's in DC and its' unusually cold.   http://bit.ly/Kx497
2009-03-02 21:10:15+00:00,1270842378,-86.78444,36.16589000000001,Weather Extremes,0.46205751700401304,neutral,female,-8.196782,not aggressive,is smiling at the snowstorm blowing over the global warming protest. http://tinyurl.com/c8n9sz #tcot
2009-03-02 21:18:05+00:00,1270874181,-117.16472,32.715709999999994,Ideological Positions on Global Warming,-0.6398430031299591,denier,female,4.081871,not aggressive,RT @winstonavich Aw hell. Just when I was considering the plausibility of global warming. http://bit.ly/sga7u
2009-03-02 21:54:45+00:00,1272114142,-84.55553,42.732530000000004,Global stance,-0.36013153195381165,neutral,male,-8.870394000000003,not aggressive,RT @skigarmisch: RT @annakate22 Noooooooooooo! Jack Bauer just did a climate change commercial! Noooooooo! #24 #tcot
2009-03-02 22:04:34+00:00,1271068629,-78.85029,35.73265,Weather Extremes,-0.5003137703180314,neutral,male,-8.204375,aggressive,Irony is having to cancel your global warming rally because of snow.
2009-03-02 22:10:41+00:00,1271093256,-122.39747000000001,37.801320000000004,Global stance,0.4847191572189331,believer,female,1.3008089,not aggressive,"7pm Tonight! Exploratorium, NSF and Discover Magazine bring panel of leading scientists to weigh in on climate change. http://tr.im/gWxO"
2009-03-02 22:23:09+00:00,1271144038,-72.75549720909403,44.33712535,Weather Extremes,0.03728005244731908,neutral,male,-3.817505,not aggressive,This will probably light off a firestorm of debate about global warming http://bit.ly/F1wdx
2009-03-02 22:44:00+00:00,1271226789,-114.08529000000001,51.050110000000004,Seriousness of Gas Emissions,-0.4182078352610271,neutral,female,2.0600429,aggressive,Seriously had it with this wholesale acceptance of human-induced global warming.  US$647 million to offset  something that doesn't exist?
2009-03-02 22:49:56+00:00,1271249979,-117.92895000000001,33.61891,Global stance,0.7663981746196746,believer,male,3.7430034,not aggressive,RT @mmerwin: love the intersection of sports and climate change. http://tinyurl.com/csfgm5
2009-03-02 23:02:17+00:00,1271299170,-111.78969000000001,43.82602000000001,Weather Extremes,-0.034942466473579376,neutral,male,6.4737325,aggressive,"So, how's the global warming thing in the South and Mid-Atlantic coming along?"
2009-03-02 23:19:40+00:00,1271364899,-117.16277279999998,32.7174202,Weather Extremes,0.3679197911977768,denier,undefined,4.081871,not aggressive,@kurtismarsh You figure that global warming means no blizzards anywhere ever again? #tcot
2009-03-02 23:24:08+00:00,1271381661,-117.16277279999998,32.7174202,Importance of Human Intervantion,0.1313703507184982,denier,undefined,4.081871,aggressive,"@kurtismarsh The term ""climate change"" has been in use for more than a year.  http://sciencenow.sciencemag.org/cgi/content/full/2000/1102/2"
2009-03-02 23:30:24+00:00,1271404897,-77.0365427,38.89503679999999,Weather Extremes,-0.13659688024520872,neutral,male,-7.600519,not aggressive,"Today's GAV-ideo (yeah, how 'bout that, title?!?) on DC's snowy global warming protests http://tr.im/gWHN"
2009-03-03 00:24:07+00:00,1271601247,-75.6059638,39.9597213,Weather Extremes,0.2978346285229638,neutral,female,-10.922708,aggressive,could go for a little global warming right about now.
2009-03-03 01:02:00+00:00,1271734390,-46.63611,-23.5475,Undefined / One Word Hashtags,0.07170763611793518,neutral,male,2.9031184,not aggressive,@tantacoisa tá feia a coisa viu #globalwarming
2009-03-03 01:40:37+00:00,1271861860,-97.51643000000001,35.467560000000006,Ideological Positions on Global Warming,0.8159181386709214,believer,female,-0.10552881,not aggressive,"@Politisite It is good stewardship to take care of the earth. Not from fear of global warming, but for the love of God. #tcot"
2009-03-03 02:18:28+00:00,1271983220,-149.894852,61.2163129,Weather Extremes,-0.4647163439512253,believer,male,-6.5005255,aggressive,"Soup for supper. But it's 76F outside. I know people in the east are coping with 7"" of global warming, but, here, it's not soup weather."
2009-03-03 02:32:59+00:00,1272032687,-69.98421,43.801750000000006,Weather Extremes,-0.3781764392614365,neutral,male,-5.1872606,not aggressive,12 more inches of snow today.  I'm searching for signs of global warming.
2009-03-03 02:45:05+00:00,1272075590,-78.61554000000001,-0.9352100000000001,Weather Extremes,0.5395187391088122,neutral,male,-0.33010009999999995,not aggressive,Just landed in PHL. I sure could use some of that global warming right about now.
2009-03-03 02:54:32+00:00,1272109999,-95.36327000000001,29.76328,Importance of Human Intervantion,0.04293259675502777,believer,female,-3.3869260000000003,aggressive,Jack quit worrying about climate change and save the president
2009-03-03 02:57:35+00:00,1272121012,-81.03481000000001,34.000710000000005,Global stance,-0.5494206886053086,neutral,male,-10.536149,aggressive,"""I torture climate change"" -Jack Bauer (via @jwhollis)"
2009-03-03 03:03:11+00:00,1272141714,-149.894852,61.2163129,Global stance,0.14925851589043931,believer,male,-6.5005255,not aggressive,"just read a recent article on ""abrupt"" climate change.  Interesting & quick: http://www.sciencedaily.com/releases/2009/02/090225132239.htm"
2009-03-03 03:23:37+00:00,1272217740,-95.8801625,32.210589899999995,Weather Extremes,-0.7961620481967927,denier,male,-3.7653155,not aggressive,@RanchoCocoa omg I know! Someone at work was going on about global warming being a scam. They're retarded.
2009-03-03 03:37:31+00:00,1272268524,-77.03636999999998,38.89511,Impact of Resource Overconsumption,0.11455307514667515,neutral,female,-11.826562,aggressive,"Jack Bauer's tears cure cancer, too bad he never cries. Jason Meznik's tears cause bank collapses and global warming, so that explains that."
2009-03-03 04:13:41+00:00,1272395134,80.27847000000001,13.087840000000002,Global stance,0.021013143387707794,neutral,male,0.85532534,not aggressive,Thousands rally in US for new climate change law http://bit.ly/HHS5O
