created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text,Full_Address,City,Continent,Country,State
2008-08-04 12:46:17+00:00,877167301,-3.1791934,51.48165460000001,Politics,-0.4883000254631043,neutral,male,-0.86025894,not aggressive,oops. climate change graphage: http://tinyurl.com/yor74c,"{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-WLS', 'GB-CRF'], '_category': 'road', '_normalized_city': 'Cardiff', '_type': 'road', 'city': 'Cardiff', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Cardiff', 'county_code': 'CRF', 'neighbourhood': 'Castle Quarter', 'postcode': 'CF10 1AY', 'road': 'Kingsway', 'road_reference': 'A4161', 'road_type': 'primary', 'state': 'Wales', 'state_code': 'WLS', 'suburb': 'Castle'}",Cardiff,Europe,United Kingdom,Wales
2008-08-04 13:23:56+00:00,877196804,-73.9471707,41.3815064,Politics,0.3038650158280418,believer,male,-0.6578324999999999,aggressive,"Forget global warming, go green energy because its the right thing to doless pollution, lower cost, less exporting wealth","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-NY'], '_category': 'transportation', '_normalized_city': 'Town of Philipstown', '_type': 'railway', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Putnam County', 'hamlet': 'Garrison', 'municipality': 'Town of Philipstown', 'postcode': '10524', 'railway': 'Garrison', 'road': 'Lower Station Road', 'state': 'New York', 'state_code': 'NY'}",Not Found,North America,United States,New York
2008-08-04 13:35:56+00:00,877206420,-86.48345,38.84116,Weather Extremes,-0.5023348018884659,neutral,female,-0.31026602,aggressive,It's not global warming it's august.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-IN'], '_category': 'road', '_type': 'road', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Lawrence County', 'postcode': '47430', 'road': 'unnamed road', 'road_type': 'residential', 'state': 'Indiana', 'state_code': 'IN'}",Not Found,North America,United States,Indiana
2008-08-04 14:47:29+00:00,877269701,-0.12574,51.50853000000001,Politics,-0.3535854051510493,neutral,female,-1.1666068,aggressive,"People are singing ""we're breaking bail for climate change"" to the clarinetist. Main gate is mostly full of hay bales.","{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG'], '_category': 'commerce', '_normalized_city': 'London', '_type': 'restaurant', 'city': 'London', 'city_district': 'City of Westminster', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Westminster', 'county_code': 'WSM', 'house_number': '450', 'neighbourhood': 'Seven Dials', 'postcode': 'WC2R 0RG', 'restaurant': 'PizzaExpress', 'road': 'Strand', 'state': 'England', 'state_code': 'ENG', 'state_district': 'Greater London', 'suburb': 'Covent Garden'}",London,Europe,United Kingdom,England
2008-08-04 15:26:14+00:00,877306527,144.58449030000003,-22.1646782,Politics,0.0017619431018829,believer,male,1.5397037,not aggressive,Trees the climate change answer - research http://tinyurl.com/5t4vab,"{'ISO_3166-1_alpha-2': 'AU', 'ISO_3166-1_alpha-3': 'AUS', 'ISO_3166-2': ['AU-QLD'], '_category': 'place', '_normalized_city': 'Prairie', '_type': 'neighbourhood', 'city_district': 'Prairie', 'continent': 'Oceania', 'country': 'Australia', 'country_code': 'au', 'municipality': 'Flinders Shire', 'state': 'Queensland', 'state_code': 'QLD'}",Not Found,Oceania,Australia,Queensland
2008-08-04 15:56:57+00:00,877335469,138.5999312,-34.9281805,Politics,8.140504360198975e-05,believer,male,0.31796366,not aggressive,Trees the climate change answer - research http://tinyurl.com/55tpbf,"{'ISO_3166-1_alpha-2': 'AU', 'ISO_3166-1_alpha-3': 'AUS', 'ISO_3166-2': ['AU-SA'], '_category': 'road', '_normalized_city': 'Adelaide', '_type': 'road', 'city': 'Adelaide', 'continent': 'Oceania', 'country': 'Australia', 'country_code': 'au', 'county': 'Adelaide City Council', 'postcode': '5000', 'road': 'unnamed road', 'road_type': 'pedestrian', 'state': 'South Australia', 'state_code': 'SA', 'suburb': 'Adelaide'}",Adelaide,Oceania,Australia,South Australia
2008-08-04 15:57:02+00:00,877335532,151.20731999999995,-33.867850000000004,Politics,0.0109449326992034,believer,male,-1.596102,aggressive,Trees the climate change answer - research http://tinyurl.com/6pvf49,"{'ISO_3166-1_alpha-2': 'AU', 'ISO_3166-1_alpha-3': 'AUS', 'ISO_3166-2': ['AU-NSW'], '_category': 'building', '_normalized_city': 'Sydney', '_type': 'building', 'building': 'Sydney General Post Office', 'city': 'Sydney', 'continent': 'Oceania', 'country': 'Australia', 'country_code': 'au', 'house_number': '1', 'municipality': 'Council of the City of Sydney', 'neighbourhood': 'Quay Quarter', 'postcode': '2000', 'road': 'Martin Place', 'state': 'New South Wales', 'state_code': 'NSW', 'suburb': 'Sydney'}",Sydney,Oceania,Australia,New South Wales
2008-08-04 16:45:15+00:00,877380147,-94.51328,37.084230000000005,Global stance,0.5991283527612686,neutral,male,3.8838496,not aggressive,@blatchway That'll be a nice climate change.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MO'], '_category': 'building', '_normalized_city': 'Joplin', '_type': 'building', 'city': 'Joplin', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Jasper County', 'hamlet': 'West Joplin', 'house_number': '693', 'postcode': '64801', 'road': 'South Main Street', 'state': 'Missouri', 'state_code': 'MO'}",Joplin,North America,United States,Missouri
2008-08-04 17:41:46+00:00,877429978,-81.3412,35.73319,Global stance,0.6081674824237824,believer,male,0.6608644,not aggressive,Patagonian glacier yields clues for improved understanding of global climate change http://tinyurl.com/59bg4d,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-NC'], '_category': 'commerce', '_normalized_city': 'Hickory', '_type': 'restaurant', 'city': 'Hickory', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Catawba County', 'house_number': '256', 'postcode': '28601', 'restaurant': 'Crescent Moon', 'road': '1st Avenue Northwest', 'state': 'North Carolina', 'state_code': 'NC'}",Hickory,North America,United States,North Carolina
2008-08-04 18:34:14+00:00,877474070,-118.242766,34.0536909,Global stance,0.3184979773759842,neutral,female,1.2529424,not aggressive,Green Moms Carnival launched today - topic is climate change - www.thesmartmama.com,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'building', '_normalized_city': 'Los Angeles', '_type': 'building', 'building': 'Los Angeles City Hall', 'city': 'Los Angeles', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Los Angeles County', 'house_number': '200', 'postcode': '90012', 'quarter': 'Civic Center', 'road': 'North Spring Street', 'state': 'California', 'state_code': 'CA', 'suburb': 'Downtown'}",Los Angeles,North America,United States,California
2008-08-04 18:34:15+00:00,877474096,-77.02063116905664,39.00864110000001,Global stance,-0.0268414441823959,neutral,male,-1.7003624,aggressive,"doubts that, post-Bush, the US will start leading the world to a climate change solution: http://bit.ly/N0FR2","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MD'], '_category': 'building', '_normalized_city': 'Silver Spring', '_type': 'building', 'city': 'Silver Spring', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Montgomery County', 'house_number': '9400', 'neighbourhood': 'South Woodside Park', 'postcode': '20901', 'road': 'St Andrews Lane', 'state': 'Maryland', 'state_code': 'MD'}",Silver Spring,North America,United States,Maryland
2008-08-04 18:56:39+00:00,877492627,-3.19648,55.95206,Politics,0.4038038045167923,believer,male,0.3855672,aggressive,@MichaelYurechko Wake Up America - and listen to a 15 yr old about climate change.,"{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-SCT', 'GB-EDH'], '_category': 'building', '_normalized_city': 'City of Edinburgh', '_type': 'building', 'city': 'City of Edinburgh', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'house_number': '77', 'neighbourhood': 'First New Town', 'postcode': 'EH2 2DF', 'road': 'Princes Street', 'state': 'Scotland', 'state_code': 'SCT', 'suburb': 'New Town/Broughton'}",City of Edinburgh,Europe,United Kingdom,Scotland
2008-08-04 19:01:43+00:00,877496847,-110.92648,32.221740000000004,Global stance,0.3109132796525955,neutral,male,-1.2700812,aggressive,reading an article about coal and climate change.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-AZ'], '_category': 'road', '_normalized_city': 'Tucson', '_type': 'road', 'city': 'Tucson', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Pima County', 'district': 'Colonia Solana Residential Historic District', 'neighbourhood': 'Broadmoor-Broadway', 'postcode': '95716', 'road': 'North Country Club Road', 'state': 'Arizona', 'state_code': 'AZ'}",Tucson,North America,United States,Arizona
2008-08-04 19:48:31+00:00,877534819,-93.12789,44.92808,Donald Trump versus Science,-0.3536008332729339,neutral,male,1.4216232,aggressive,"Trying to figure out how to make global warming ""newsy"" again","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MN'], '_category': 'building', '_normalized_city': 'Saint Paul', '_type': 'building', 'building': 'St. Paul School of Northern Lights', 'city': 'Saint Paul', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Ramsey County', 'house_number': '426', 'postcode': '55102', 'road': 'Osceola Avenue', 'state': 'Minnesota', 'state_code': 'MN', 'suburb': 'West Seventh - Fort Road'}",Saint Paul,North America,United States,Minnesota
2008-08-04 20:59:54+00:00,877593270,10.7389701,59.9133301,Donald Trump versus Science,0.6404589115699133,neutral,male,-1.2848678,not aggressive,Very interesting article on global warming - Israeli Scientists predict effects on their very small land mass http://tinyurl.com/5lxlqh,"{'ISO_3166-1_alpha-2': 'NO', 'ISO_3166-1_alpha-3': 'NOR', 'ISO_3166-2': ['NO-03'], '_category': 'road', '_normalized_city': 'Oslo', '_type': 'road', 'city': 'Oslo', 'continent': 'Europe', 'country': 'Norway', 'country_code': 'no', 'municipality': 'Oslo', 'postcode': '0026', 'road': 'Karl Johans gate', 'suburb': 'Kvadraturen'}",Oslo,Europe,Norway,Not Found
2008-08-04 22:14:19+00:00,877651071,-97.24853396741604,37.6800805,Weather Extremes,0.4033353857517243,denier,male,3.94193,aggressive,Damn you Al Gore and your global warming! I am so cereal.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-KS'], '_category': 'commerce', '_normalized_city': 'Wichita', '_type': 'restaurant', 'city': 'Wichita', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Sedgwick County', 'house_number': '7626', 'postcode': '67207', 'restaurant': 'Old Chicago', 'retail': 'Towne East Square', 'road': 'East Kellogg Drive', 'state': 'Kansas', 'state_code': 'KS'}",Wichita,North America,United States,Kansas
2008-08-04 23:01:16+00:00,877685733,-64.36552560000001,45.8999177,Global stance,0.0342919487693093,neutral,male,-1.2327611,aggressive,"new term instead of climate change, ""global climate disruption"" - much more accurate","{'ISO_3166-1_alpha-2': 'CA', 'ISO_3166-1_alpha-3': 'CAN', 'ISO_3166-2': ['CA-NB'], '_category': 'building', '_normalized_city': 'Sackville', '_type': 'building', 'continent': 'North America', 'country': 'Canada', 'country_code': 'ca', 'county': 'Sackville Parish', 'house_number': '221/2', 'postcode': 'E4L 4N3', 'road': 'Weldon Street', 'state': 'New Brunswick', 'state_code': 'NB', 'town': 'Sackville'}",Not Found,North America,Canada,New Brunswick
2008-08-04 23:19:46+00:00,877698675,-122.3558473,37.7884969,Importance of Human Intervantion,-0.0321904271841049,neutral,male,-1.7388532,not aggressive,Posted on Skewz: Lord Nelson and Captain Cook's shiplogs question climate change theories -.. http://tinyurl.com/6s62e2,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'place', '_normalized_city': 'San Francisco', '_type': 'city', 'city': 'San Francisco', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'state': 'California', 'state_code': 'CA'}",San Francisco,North America,United States,California
2008-08-04 23:32:54+00:00,877708338,-96.80667,32.783060000000006,Donald Trump versus Science,-0.6315055356264114,believer,male,1.9111227,not aggressive,One more sad piece of evidence to the nay-sayers that global warming isn't true! Believe in science? http://snurl.com/3asx5,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-TX'], '_category': 'travel/tourism', '_normalized_city': 'Dallas', '_type': 'hotel', 'city': 'Dallas', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Dallas County', 'hotel': 'SpringHill Suites Dallas Downtown/West End', 'house_number': '1907', 'neighbourhood': 'West End Historic District', 'postcode': '75202', 'quarter': 'Downtown PID', 'road': 'North Lamar Street', 'state': 'Texas', 'state_code': 'TX'}",Dallas,North America,United States,Texas
2008-08-05 03:07:53+00:00,877870717,-122.1598465,37.44432929999999,Importance of Human Intervantion,0.4303503933429718,believer,male,-1.8232019,aggressive,fighting global warming and climate cange with microcsp technologies,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'building', '_normalized_city': 'Palo Alto', '_type': 'building', 'building': 'Palo Alto City Hall', 'city': 'Palo Alto', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Santa Clara County', 'neighbourhood': 'University South', 'postcode': '94301', 'road': 'Bryant Street', 'state': 'California', 'state_code': 'CA'}",Palo Alto,North America,United States,California
2008-08-05 05:49:56+00:00,877976987,-117.16277279999998,32.7174202,Weather Extremes,-0.2917680462053844,believer,male,1.0856252,aggressive,"@Grizzlysgrowls: Oh hell yeah. Ban that stuff. You know it can kill people, right? It's also part of global warming.","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'road', '_normalized_city': 'San Diego', '_type': 'road', 'city': 'San Diego', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'San Diego County', 'neighbourhood': 'Core-Columbia', 'road': 'unnamed road', 'road_type': 'pedestrian', 'state': 'California', 'state_code': 'CA', 'suburb': ""Banker's Hill""}",San Diego,North America,United States,California
2008-08-05 07:45:20+00:00,878035926,-3.40233,50.617230000000006,Weather Extremes,0.5775047748848244,neutral,male,-0.02051141,aggressive,"watching the rain pour down in the UK. So much for global warming giving us long, hot, dry summers here.","{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG', 'GB-DEV'], '_category': 'road', '_normalized_city': 'East Devon', '_type': 'road', 'city': 'East Devon', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Devon', 'county_code': 'DEV', 'postcode': 'EX8 2DJ', 'road': 'Portland Avenue', 'state': 'England', 'state_code': 'ENG', 'suburb': 'Withycombe', 'town': 'Exmouth'}",East Devon,Europe,United Kingdom,England
